Id,WnvPresent
134,4.1795553e-05
135,4.1795553e-05
136,4.1795553e-05
137,0.0011151843
138,0.0006611531
139,0.0005687686
140,9.2275826e-05
141,9.2275826e-05
142,9.2275826e-05
143,9.2275826e-05
144,9.2275826e-05
145,0.0007141961
146,0.0003110633
147,0.0003641845
148,4.6270445e-05
149,4.6270445e-05
150,4.6270445e-05
151,4.6270445e-05
152,4.6270445e-05
153,0.000593317
154,0.00032102893
155,0.00030252774
156,4.4791996e-05
157,4.4791996e-05
158,4.4791996e-05
159,4.4791996e-05
160,4.4791996e-05
161,0.00019536038
162,8.506302e-05
163,9.959318e-05
164,1.2023755e-05
165,1.2023755e-05
166,1.2023755e-05
167,1.2023755e-05
168,1.2023755e-05
169,0.0005194115
170,0.000281031
171,0.00026483435
172,3.9209994e-05
173,3.9209994e-05
174,3.9209994e-05
175,3.9209994e-05
176,3.9209994e-05
177,0.00045522695
178,0.00019824204
179,0.00023210054
180,2.9485498e-05
181,2.9485498e-05
182,2.9485498e-05
183,2.9485498e-05
184,2.9485498e-05
185,0.0010985746
186,0.00047858004
187,0.00056029274
188,7.119876e-05
189,7.119876e-05
190,7.119876e-05
191,7.119876e-05
192,7.119876e-05
193,0.0010677486
194,0.00041269895
195,0.0005445632
196,5.7587196e-05
197,5.7587196e-05
198,5.7587196e-05
199,5.7587196e-05
200,5.7587196e-05
201,0.0006869717
202,0.00037171875
203,0.0003502975
204,5.186707e-05
205,5.186707e-05
206,5.186707e-05
207,5.186707e-05
208,5.186707e-05
209,0.0011151843
210,0.0006611531
211,0.0005687686
212,9.2275826e-05
213,9.2275826e-05
214,9.2275826e-05
215,9.2275826e-05
216,9.2275826e-05
217,0.0010747075
218,0.0006436215
219,0.00054811366
220,8.9827496e-05
221,8.9827496e-05
222,8.9827496e-05
223,8.9827496e-05
224,8.9827496e-05
225,0.00022482328
226,0.00017527332
227,0.000114614886
228,2.4452249e-05
229,2.4452249e-05
230,2.4452249e-05
231,2.4452249e-05
232,2.4452249e-05
233,0.00078507466
234,0.00039410236
235,0.000400341
236,5.4991386e-05
237,5.4991386e-05
238,5.4991386e-05
239,5.4991386e-05
240,5.4991386e-05
241,0.0004898499
242,0.00026503313
243,0.000249758
244,4.7249378e-05
245,4.7249378e-05
246,4.7249378e-05
247,4.7249378e-05
248,4.7249378e-05
249,0.0008500548
250,0.0004599969
251,0.00043349035
252,6.418952e-05
253,6.418952e-05
254,6.418952e-05
255,6.418952e-05
256,6.418952e-05
257,0.00022482328
258,0.00017527332
259,0.000114614886
260,2.4452249e-05
261,2.4452249e-05
262,2.4452249e-05
263,2.4452249e-05
264,2.4452249e-05
265,0.00060782273
266,0.00032887916
267,0.00030992602
268,5.8635025e-05
269,5.8635025e-05
270,5.8635025e-05
271,5.8635025e-05
272,5.8635025e-05
273,0.00076213054
274,0.00041240102
275,0.00038863608
276,5.7545585e-05
277,5.7545585e-05
278,5.7545585e-05
279,5.7545585e-05
280,5.7545585e-05
281,0.000106816544
282,4.6507204e-05
283,5.4451808e-05
284,6.5736544e-06
285,6.5736544e-06
286,6.5736544e-06
287,6.5736544e-06
288,6.5736544e-06
289,9.215325e-05
290,4.0122573e-05
291,4.6976573e-05
292,5.6711747e-06
293,5.6711747e-06
294,5.6711747e-06
295,5.6711747e-06
296,5.6711747e-06
297,0.00039795865
298,0.00021530633
299,0.00020289661
300,3.0038229e-05
301,3.0038229e-05
302,3.0038229e-05
303,3.0038229e-05
304,3.0038229e-05
305,0.00036775568
306,0.00022018
307,0.00018749542
308,3.0718304e-05
309,3.0718304e-05
310,3.0718304e-05
311,3.0718304e-05
312,3.0718304e-05
313,0.00056783773
314,0.00030723886
315,0.00028953218
316,4.2867574e-05
317,4.2867574e-05
318,4.2867574e-05
319,4.2867574e-05
320,4.2867574e-05
321,0.0015288856
322,0.0007677751
323,0.0007799244
324,0.00010716669
325,0.00010716669
326,0.00010716669
327,0.00010716669
328,0.00010716669
329,0.0009978728
330,0.000591575
331,0.00050890783
332,8.256004e-05
333,8.256004e-05
334,8.256004e-05
335,8.256004e-05
336,8.256004e-05
337,0.00067452725
338,0.00036498284
339,0.00034394945
340,5.0926876e-05
341,5.0926876e-05
342,5.0926876e-05
343,5.0926876e-05
344,5.0926876e-05
345,0.00073517545
346,0.00039781054
347,0.0003748862
348,7.0928574e-05
349,7.0928574e-05
350,7.0928574e-05
351,7.0928574e-05
352,7.0928574e-05
353,0.0004938415
354,0.000267193
355,0.00025179342
356,3.727881e-05
357,3.727881e-05
358,3.727881e-05
359,3.727881e-05
360,3.727881e-05
361,0.0013597537
362,0.00040333564
363,0.0006935876
364,6.0000657e-05
365,6.0000657e-05
366,6.0000657e-05
367,6.0000657e-05
368,6.0000657e-05
369,0.0007240667
370,0.00031536384
371,0.00036921917
372,4.691036e-05
373,4.691036e-05
374,4.691036e-05
375,4.691036e-05
376,4.691036e-05
377,0.00036319534
378,0.00015815593
379,0.0001851696
380,2.235699e-05
381,2.235699e-05
382,2.235699e-05
383,2.235699e-05
384,2.235699e-05
385,0.00048659643
386,0.00021190676
387,0.000248099
388,2.9956587e-05
389,2.9956587e-05
390,2.9956587e-05
391,2.9956587e-05
392,2.9956587e-05
393,0.00035378276
394,0.00021181324
395,0.00018037028
396,2.9550807e-05
397,2.9550807e-05
398,2.9550807e-05
399,2.9550807e-05
400,2.9550807e-05
401,0.00042233733
402,0.0002284984
403,0.00021532849
404,3.187907e-05
405,3.187907e-05
406,3.187907e-05
407,3.187907e-05
408,3.187907e-05
409,0.00026732194
410,0.0001600422
411,0.00013628381
412,2.2327074e-05
413,2.2327074e-05
414,2.2327074e-05
415,2.2327074e-05
416,2.2327074e-05
417,0.0002076632
418,0.00012432241
419,0.00010586589
420,1.734335e-05
421,1.734335e-05
422,1.734335e-05
423,1.734335e-05
424,1.734335e-05
425,0.00041957648
426,0.0002512105
427,0.00021392039
428,3.5048444e-05
429,3.5048444e-05
430,3.5048444e-05
431,3.5048444e-05
432,3.5048444e-05
433,0.00040601383
434,0.00024308912
435,0.0002070047
436,3.391516e-05
437,3.391516e-05
438,3.391516e-05
439,3.391516e-05
440,3.391516e-05
441,0.00094644463
442,0.0005610748
443,0.00048266773
444,7.8301426e-05
445,7.8301426e-05
446,7.8301426e-05
447,7.8301426e-05
448,7.8301426e-05
449,0.00012766516
450,9.952615e-05
451,6.508053e-05
452,1.3883888e-05
453,1.3883888e-05
454,1.3883888e-05
455,1.3883888e-05
456,1.3883888e-05
457,0.00056896
458,0.00033724107
459,0.00029010468
460,4.7055037e-05
461,4.7055037e-05
462,4.7055037e-05
463,4.7055037e-05
464,4.7055037e-05
465,0.00075395
466,0.00022354505
467,0.0003844634
468,3.324975e-05
469,3.324975e-05
470,3.324975e-05
471,3.324975e-05
472,3.324975e-05
473,0.0006323312
474,0.0003421442
475,0.00032242635
476,4.7739202e-05
477,4.7739202e-05
478,4.7739202e-05
479,4.7739202e-05
480,4.7739202e-05
481,0.0010593665
482,0.00031416738
483,0.0005402855
484,4.673234e-05
485,4.673234e-05
486,4.673234e-05
487,4.673234e-05
488,4.673234e-05
489,0.00010765925
490,4.6874142e-05
491,5.488147e-05
492,6.625515e-06
493,6.625515e-06
494,6.625515e-06
495,6.625515e-06
496,6.625515e-06
497,0.0008660722
498,0.00046866792
499,0.00044166198
500,6.5400054e-05
501,6.5400054e-05
502,6.5400054e-05
503,6.5400054e-05
504,6.5400054e-05
505,0.00085687457
506,0.0004301606
507,0.00043696954
508,6.0024748e-05
509,6.0024748e-05
510,6.0024748e-05
511,6.0024748e-05
512,6.0024748e-05
513,0.0005830575
514,0.00031547633
515,0.00029729505
516,4.4017175e-05
517,4.4017175e-05
518,4.4017175e-05
519,4.4017175e-05
520,4.4017175e-05
521,0.0015750868
522,0.00085262355
523,0.0008035111
524,0.000119018245
525,0.000119018245
526,0.000119018245
527,0.000119018245
528,0.000119018245
529,0.00083427306
530,0.0004514533
531,0.00042543907
532,6.299688e-05
533,6.299688e-05
534,6.299688e-05
535,6.299688e-05
536,6.299688e-05
537,0.00024025039
538,0.00012997269
539,0.00012248055
540,2.3168579e-05
541,2.3168579e-05
542,2.3168579e-05
543,2.3168579e-05
544,2.3168579e-05
545,0.00022609913
546,0.00017626818
547,0.000115265495
548,2.4591016e-05
549,2.4591016e-05
550,2.4591016e-05
551,2.4591016e-05
552,2.4591016e-05
553,0.0018766392
554,0.0009425729
555,0.00095748506
556,0.00013158483
557,0.00013158483
558,0.00013158483
559,0.00013158483
560,0.00013158483
561,0.0003652683
562,0.00019761681
563,0.00018622684
564,3.5228724e-05
565,3.5228724e-05
566,3.5228724e-05
567,3.5228724e-05
568,3.5228724e-05
569,0.00032321145
570,0.00019350689
571,0.00016478113
572,2.6996397e-05
573,2.6996397e-05
574,2.6996397e-05
575,2.6996397e-05
576,2.6996397e-05
577,0.00026970432
578,0.00016146865
579,0.00013749853
580,2.2526101e-05
581,2.2526101e-05
582,2.2526101e-05
583,2.2526101e-05
584,2.2526101e-05
585,0.00060800236
586,0.0003289767
587,0.00031001793
588,4.590145e-05
589,4.590145e-05
590,4.590145e-05
591,4.590145e-05
592,4.590145e-05
593,0.00018396182
594,0.00011013178
595,9.378184e-05
596,1.5363526e-05
597,1.5363526e-05
598,1.5363526e-05
599,1.5363526e-05
600,1.5363526e-05
601,0.0013079385
602,0.00050561
603,0.0006671406
604,7.055747e-05
605,7.055747e-05
606,7.055747e-05
607,7.055747e-05
608,7.055747e-05
609,0.0007046379
610,0.00042193133
611,0.0003593089
612,5.8875845e-05
613,5.8875845e-05
614,5.8875845e-05
615,5.8875845e-05
616,5.8875845e-05
617,0.0005161695
618,0.000309055
619,0.00026318085
620,4.3120996e-05
621,4.3120996e-05
622,4.3120996e-05
623,4.3120996e-05
624,4.3120996e-05
625,0.0007602409
626,0.00045523606
627,0.00038767213
628,6.352504e-05
629,6.352504e-05
630,6.352504e-05
631,6.352504e-05
632,6.352504e-05
633,0.00027130617
634,0.00016242806
635,0.00013831514
636,2.2659922e-05
637,2.2659922e-05
638,2.2659922e-05
639,2.2659922e-05
640,2.2659922e-05
641,0.00021900478
642,0.00013111303
643,0.00011164862
644,1.8290786e-05
645,1.8290786e-05
646,1.8290786e-05
647,1.8290786e-05
648,1.8290786e-05
649,0.00042744802
650,0.00025592445
651,0.00021793494
652,3.570627e-05
653,3.570627e-05
654,3.570627e-05
655,3.570627e-05
656,3.570627e-05
657,0.00065398164
658,0.00039159058
659,0.00033346977
660,5.4640786e-05
661,5.4640786e-05
662,5.4640786e-05
663,5.4640786e-05
664,5.4640786e-05
665,0.0011163752
666,0.0006685867
667,0.00056937634
668,9.331405e-05
669,9.331405e-05
670,9.331405e-05
671,9.331405e-05
672,9.331405e-05
673,0.00035681378
674,0.00021362769
675,0.00018191576
676,2.9804021e-05
677,2.9804021e-05
678,2.9804021e-05
679,2.9804021e-05
680,2.9804021e-05
681,0.00029512958
682,0.00017669222
683,0.00015046207
684,2.4650208e-05
685,2.4650208e-05
686,2.4650208e-05
687,2.4650208e-05
688,2.4650208e-05
689,0.00074579543
690,0.0004465837
691,0.00038030362
692,6.231734e-05
693,6.231734e-05
694,6.231734e-05
695,6.231734e-05
696,6.231734e-05
697,0.00046660315
698,0.00027937256
699,0.0002379028
700,3.897855e-05
701,3.897855e-05
702,3.897855e-05
703,3.897855e-05
704,3.897855e-05
705,0.00017427576
706,0.00010433265
707,8.884348e-05
708,1.4554466e-05
709,1.4554466e-05
710,1.4554466e-05
711,1.4554466e-05
712,1.4554466e-05
713,0.00031740285
714,0.000190029
715,0.00016181929
716,2.6511214e-05
717,2.6511214e-05
718,2.6511214e-05
719,2.6511214e-05
720,2.6511214e-05
721,0.0012142442
722,0.0004693636
723,0.00061932136
724,6.54973e-05
725,6.54973e-05
726,6.54973e-05
727,6.54973e-05
728,6.54973e-05
729,0.0012142442
730,0.0004693636
731,0.00061932136
732,6.54973e-05
733,6.54973e-05
734,6.54973e-05
735,6.54973e-05
736,6.54973e-05
737,0.00024524785
738,0.00014682557
739,0.00012502859
740,2.0483043e-05
741,2.0483043e-05
742,2.0483043e-05
743,2.0483043e-05
744,2.0483043e-05
745,0.00075442187
746,0.00045175053
747,0.00038470372
748,6.3038526e-05
749,6.3038526e-05
750,6.3038526e-05
751,6.3038526e-05
752,6.3038526e-05
753,0.00039831465
754,0.00023847872
755,0.00020307815
756,3.3271826e-05
757,3.3271826e-05
758,3.3271826e-05
759,3.3271826e-05
760,3.3271826e-05
761,0.00026970432
762,0.00016146865
763,0.00013749853
764,2.2526101e-05
765,2.2526101e-05
766,2.2526101e-05
767,2.2526101e-05
768,2.2526101e-05
769,0.001816549
770,0.00091236463
771,0.0009267998
772,0.00012736447
773,0.00012736447
774,0.00012736447
775,0.00012736447
776,0.00012736447
777,0.00088252896
778,0.0005231707
779,0.00045005832
780,7.300922e-05
781,7.300922e-05
782,7.300922e-05
783,7.300922e-05
784,7.300922e-05
785,0.00019515876
786,9.793948e-05
787,9.9490375e-05
788,1.366254e-05
789,1.366254e-05
790,1.366254e-05
791,1.366254e-05
792,1.366254e-05
793,0.0002157901
794,0.00012918832
795,0.000110009394
796,1.8022234e-05
797,1.8022234e-05
798,1.8022234e-05
799,1.8022234e-05
800,1.8022234e-05
801,0.00028526678
802,0.0001707871
803,0.00014543343
804,2.3826266e-05
805,2.3826266e-05
806,2.3826266e-05
807,2.3826266e-05
808,2.3826266e-05
809,0.0005375005
810,0.00026978945
811,0.00027406035
812,3.7641184e-05
813,3.7641184e-05
814,3.7641184e-05
815,3.7641184e-05
816,3.7641184e-05
817,0.00097523007
818,0.0004896053
819,0.0004973547
820,6.832324e-05
821,6.832324e-05
822,6.832324e-05
823,6.832324e-05
824,6.832324e-05
825,0.0003940751
826,0.00023356527
827,0.0002009166
828,3.2586086e-05
829,3.2586086e-05
830,3.2586086e-05
831,3.2586086e-05
832,3.2586086e-05
833,0.00038713997
834,0.00022945486
835,0.00019738008
836,3.2012445e-05
837,3.2012445e-05
838,3.2012445e-05
839,3.2012445e-05
840,3.2012445e-05
841,0.00036279077
842,0.000217207
843,0.00018496349
844,3.030348e-05
845,3.030348e-05
846,3.030348e-05
847,3.030348e-05
848,3.030348e-05
849,0.00091938855
850,0.0005505699
851,0.00046886387
852,7.683467e-05
853,7.683467e-05
854,7.683467e-05
855,7.683467e-05
856,7.683467e-05
857,0.00084626727
858,0.0004248334
859,0.00043155806
860,5.928114e-05
861,5.928114e-05
862,5.928114e-05
863,5.928114e-05
864,5.928114e-05
865,0.00015173657
866,9.083868e-05
867,7.735259e-05
868,1.2671903e-05
869,1.2671903e-05
870,1.2671903e-05
871,1.2671903e-05
872,1.2671903e-05
873,0.00038682084
874,0.00022926526
875,0.00019721736
876,3.198608e-05
877,3.198608e-05
878,3.198608e-05
879,3.198608e-05
880,3.198608e-05
881,0.0004478923
882,0.0002681674
883,0.00022836076
884,3.741493e-05
885,3.741493e-05
886,3.741493e-05
887,3.741493e-05
888,3.741493e-05
889,0.0010721796
890,0.00053830387
891,0.0005468237
892,7.5122094e-05
893,7.5122094e-05
894,7.5122094e-05
895,7.5122094e-05
896,7.5122094e-05
897,0.0006704039
898,0.0002919824
899,0.0003418462
900,4.3431508e-05
901,4.3431508e-05
902,4.3431508e-05
903,4.3431508e-05
904,4.3431508e-05
905,0.00054619135
906,0.00032703418
907,0.00027849257
908,4.563034e-05
909,4.563034e-05
910,4.563034e-05
911,4.563034e-05
912,4.563034e-05
913,0.00016587801
914,9.930469e-05
915,8.456199e-05
916,1.3853059e-05
917,1.3853059e-05
918,1.3853059e-05
919,1.3853059e-05
920,1.3853059e-05
921,0.0006327912
922,0.00031763324
923,0.0003226616
924,4.4318243e-05
925,4.4318243e-05
926,4.4318243e-05
927,4.4318243e-05
928,4.4318243e-05
929,0.0007066675
930,0.0003077827
931,0.0003603438
932,4.35138e-05
933,4.35138e-05
934,4.35138e-05
935,4.35138e-05
936,4.35138e-05
937,0.0020253835
938,0.00060105923
939,0.0010334516
940,8.942929e-05
941,8.942929e-05
942,8.942929e-05
943,8.942929e-05
944,8.942929e-05
945,0.00069366297
946,0.0003753407
947,0.0003537103
948,5.2372496e-05
949,5.2372496e-05
950,5.2372496e-05
951,5.2372496e-05
952,5.2372496e-05
953,0.0016877345
954,0.00084761257
955,0.0008610237
956,0.000118318596
957,0.000118318596
958,0.000118318596
959,0.000118318596
960,0.000118318596
961,0.00082017196
962,0.0004911351
963,0.00041824568
964,6.853656e-05
965,6.853656e-05
966,6.853656e-05
967,6.853656e-05
968,6.853656e-05
969,0.0010661534
970,0.000535277
971,0.0005437492
972,7.469934e-05
973,7.469934e-05
974,7.469934e-05
975,7.469934e-05
976,7.469934e-05
977,0.00021798439
978,0.00012918832
979,0.00011112815
980,1.8022234e-05
981,1.8022234e-05
982,1.8022234e-05
983,1.8022234e-05
984,1.8022234e-05
985,0.00030446958
986,0.0001822849
987,0.00015522477
988,2.5430534e-05
989,2.5430534e-05
990,2.5430534e-05
991,2.5430534e-05
992,2.5430534e-05
993,0.00022095685
994,0.000110887864
995,0.00011264357
996,1.5468997e-05
997,1.5468997e-05
998,1.5468997e-05
999,1.5468997e-05
1000,1.5468997e-05
1001,0.00068728987
1002,0.00037189067
1003,0.00035045948
1004,5.1891016e-05
1005,5.1891016e-05
1006,5.1891016e-05
1007,5.1891016e-05
1008,5.1891016e-05
1009,0.00048466932
1010,0.0002622296
1011,0.00024711597
1012,3.6586156e-05
1013,3.6586156e-05
1014,3.6586156e-05
1015,3.6586156e-05
1016,3.6586156e-05
1017,0.00045802747
1018,0.00024781178
1019,0.00023352896
1020,3.457416e-05
1021,3.457416e-05
1022,3.457416e-05
1023,3.457416e-05
1024,3.457416e-05
1025,0.00045802747
1026,0.00024781178
1027,0.00023352896
1028,3.457416e-05
1029,3.457416e-05
1030,3.457416e-05
1031,3.457416e-05
1032,3.457416e-05
1033,0.0006571023
1034,0.00019481631
1035,0.00033506122
1036,2.8975861e-05
1037,2.8975861e-05
1038,2.8975861e-05
1039,2.8975861e-05
1040,2.8975861e-05
1041,0.0015264708
1042,0.0009143397
1043,0.00077869167
1044,0.00012764022
1045,0.00012764022
1046,0.00012764022
1047,0.00012764022
1048,0.00012764022
1049,0.0018442264
1050,0.0010937018
1051,0.0009409336
1052,0.00015270266
1053,0.00015270266
1054,0.00015270266
1055,0.00015270266
1056,0.00015270266
1057,0.00041490482
1058,0.00022447629
1059,0.00021153815
1060,3.1317875e-05
1061,3.1317875e-05
1062,3.1317875e-05
1063,3.1317875e-05
1064,3.1317875e-05
1065,0.001344117
1066,0.0008050531
1067,0.000685607
1068,0.000112373644
1069,0.000112373644
1070,0.000112373644
1071,0.000112373644
1072,0.000112373644
1073,0.000435325
1074,0.0002606418
1075,0.00022195176
1076,3.6364614e-05
1077,3.6364614e-05
1078,3.6364614e-05
1079,3.6364614e-05
1080,3.6364614e-05
1081,0.0013327256
1082,0.0007213479
1083,0.0006797921
1084,0.00010068212
1085,0.00010068212
1086,0.00010068212
1087,0.00010068212
1088,0.00010068212
1089,0.0013637091
1090,0.0007381288
1091,0.0006956066
1092,0.000103025755
1093,0.000103025755
1094,0.000103025755
1095,0.000103025755
1096,0.000103025755
1097,0.00027130617
1098,0.00016242806
1099,0.00013831514
1100,2.2659922e-05
1101,2.2659922e-05
1102,2.2659922e-05
1103,2.2659922e-05
1104,2.2659922e-05
1105,0.0010230693
1106,0.0004456681
1107,0.00052176433
1108,6.6300534e-05
1109,6.6300534e-05
1110,6.6300534e-05
1111,6.6300534e-05
1112,6.6300534e-05
1113,0.00037399182
1114,0.00020233751
1115,0.00019067478
1116,2.8228584e-05
1117,2.8228584e-05
1118,2.8228584e-05
1119,2.8228584e-05
1120,2.8228584e-05
1121,0.0011488452
1122,0.00034072465
1123,0.00058594666
1124,5.0683946e-05
1125,5.0683946e-05
1126,5.0683946e-05
1127,5.0683946e-05
1128,5.0683946e-05
1129,0.00059409055
1130,0.00032144727
1131,0.00030292227
1132,4.485051e-05
1133,4.485051e-05
1134,4.485051e-05
1135,4.485051e-05
1136,4.485051e-05
1137,0.0003033827
1138,0.00013210544
1139,0.00015467012
1140,1.867403e-05
1141,1.867403e-05
1142,1.867403e-05
1143,1.867403e-05
1144,1.867403e-05
1145,0.00061422633
1146,0.0003323453
1147,0.00031319246
1148,4.6371468e-05
1149,4.6371468e-05
1150,4.6371468e-05
1151,4.6371468e-05
1152,4.6371468e-05
1153,0.0018372202
1154,0.0011006126
1155,0.0009373548
1156,0.00015366859
1157,0.00015366859
1158,0.00015366859
1159,0.00015366859
1160,0.00015366859
1161,0.00030364806
1162,0.00013222115
1163,0.00015480572
1164,1.8690385e-05
1165,1.8690385e-05
1166,1.8690385e-05
1167,1.8690385e-05
1168,1.8690385e-05
1169,0.0007695239
1170,0.00046079673
1171,0.00039240802
1172,6.4301326e-05
1173,6.4301326e-05
1174,6.4301326e-05
1175,6.4301326e-05
1176,6.4301326e-05
1177,0.0004377951
1178,0.00026212083
1179,0.00022321154
1180,3.657098e-05
1181,3.657098e-05
1182,3.657098e-05
1183,3.657098e-05
1184,3.657098e-05
1185,0.0005161695
1186,0.000309055
1187,0.00026318085
1188,4.3120996e-05
1189,4.3120996e-05
1190,4.3120996e-05
1191,4.3120996e-05
1192,4.3120996e-05
1193,0.00056896
1194,0.00033724107
1195,0.00029010468
1196,4.7055037e-05
1197,4.7055037e-05
1198,4.7055037e-05
1199,4.7055037e-05
1200,4.7055037e-05
1201,0.0009144333
1202,0.00049484917
1203,0.00046633522
1204,6.905516e-05
1205,6.905516e-05
1206,6.905516e-05
1207,6.905516e-05
1208,6.905516e-05
1209,0.0005520097
1210,0.0005130312
1211,0.0002412038
1212,6.841602e-05
1213,6.841602e-05
1214,6.841602e-05
1215,6.841602e-05
1216,6.841602e-05
1217,0.00023631891
1218,0.0002648823
1219,0.00010324242
1220,4.7846625e-05
1221,4.7846625e-05
1222,4.7846625e-05
1223,4.7846625e-05
1224,4.7846625e-05
1225,0.0010521781
1226,0.00068213063
1227,0.00045988467
1228,9.699417e-05
1229,9.699417e-05
1230,9.699417e-05
1231,9.699417e-05
1232,9.699417e-05
1233,0.00069998426
1234,0.00065056345
1235,0.0003058877
1236,8.6767475e-05
1237,8.6767475e-05
1238,8.6767475e-05
1239,8.6767475e-05
1240,8.6767475e-05
1241,0.00023423272
1242,0.0003136936
1243,0.000102330974
1244,4.1826017e-05
1245,4.1826017e-05
1246,4.1826017e-05
1247,4.1826017e-05
1248,4.1826017e-05
1249,0.0007965338
1250,0.0008191968
1251,0.0003480978
1252,0.00010927471
1253,0.00010927471
1254,0.00010927471
1255,0.00010927471
1256,0.00010927471
1257,0.00023423272
1258,0.0003136936
1259,0.000102330974
1260,4.1826017e-05
1261,4.1826017e-05
1262,4.1826017e-05
1263,4.1826017e-05
1264,4.1826017e-05
1265,0.000439316
1266,0.00040829158
1267,0.00019194966
1268,5.444355e-05
1269,5.444355e-05
1270,5.444355e-05
1271,5.444355e-05
1272,5.444355e-05
1273,0.0008580842
1274,0.00079751003
1275,0.0003750097
1276,0.00010637965
1277,0.00010637965
1278,0.00010637965
1279,0.00010637965
1280,0.00010637965
1281,0.0009640906
1282,0.0012395013
1283,0.00042136255
1284,0.00016540056
1285,0.00016540056
1286,0.00016540056
1287,0.00016540056
1288,0.00016540056
1289,0.00040571764
1290,0.00041726604
1291,0.00017726648
1292,5.5640736e-05
1293,5.5640736e-05
1294,5.5640736e-05
1295,5.5640736e-05
1296,5.5640736e-05
1297,0.0010296558
1298,0.0013237718
1299,0.00045003535
1300,0.00017665837
1301,0.00017665837
1302,0.00017665837
1303,0.00017665837
1304,0.00017665837
1305,0.0011548228
1306,0.0014846397
1307,0.0005047782
1308,0.00019815417
1309,0.00019815417
1310,0.00019815417
1311,0.00019815417
1312,0.00019815417
1313,0.00021910168
1314,0.00029343157
1315,9.571984e-05
1316,3.9123715e-05
1317,3.9123715e-05
1318,3.9123715e-05
1319,3.9123715e-05
1320,3.9123715e-05
1321,0.0003565902
1322,0.00039968453
1323,0.000155797
1324,7.220461e-05
1325,7.220461e-05
1326,7.220461e-05
1327,7.220461e-05
1328,7.220461e-05
1329,6.805209e-05
1330,7.627896e-05
1331,2.9727662e-05
1332,1.3776447e-05
1333,1.3776447e-05
1334,1.3776447e-05
1335,1.3776447e-05
1336,1.3776447e-05
1337,0.0010250083
1338,0.0009526609
1339,0.00044800245
1340,0.00012709222
1341,0.00012709222
1342,0.00012709222
1343,0.00012709222
1344,0.00012709222
1345,0.0007181865
1346,0.00092341466
1347,0.00031384526
1348,0.00012318755
1349,0.00012318755
1350,0.00012318755
1351,0.00012318755
1352,0.00012318755
1353,0.0007141873
1354,0.000800463
1355,0.00031209647
1356,0.00011383188
1357,0.00011383188
1358,0.00011383188
1359,0.00011383188
1360,0.00011383188
1361,0.0007370042
1362,0.0006849715
1363,0.00032207184
1364,9.135904e-05
1365,9.135904e-05
1366,9.135904e-05
1367,9.135904e-05
1368,9.135904e-05
1369,0.0001639164
1370,0.00018373043
1371,7.16086e-05
1372,3.3185668e-05
