Latitude,Longitude,wnv_species,WnvPresent,month,year,week,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise,Sunset,SnowFall
41.953067,-87.776792,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.95469,-87.800991,2.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.95469,-87.800991,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.95469,-87.800991,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.958271,-87.702575,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.958271,-87.702575,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.662014,-87.72460799999999,2.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.662014,-87.72460799999999,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.662014,-87.72460799999999,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.878114000000004,-87.629798,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.963976,-87.69181,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.979243,-87.750938,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.801497999999995,-87.763416,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.961743,-87.76007,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.961743,-87.76007,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.986921,-87.689778,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.999128999999996,-87.795585,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.999128999999996,-87.795585,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.916265,-87.800515,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.916265,-87.800515,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
42.011601,-87.81150600000001,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.974089,-87.824812,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.974089,-87.824812,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.732984,-87.649642,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.981964000000005,-87.812827,1.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.725516999999996,-87.61425799999999,3.0,0,6,2007,23,95.5,72.5,84.5,71.5,77.0,13.0,0.0,0.5549999999999999,43.68,44.68,8.3,6.5,11.649999999999999,15420,69780,0.0
41.869107,-87.69629300000001,2.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.721474,-87.648064,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.868077,-87.666901,2.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.868077,-87.666901,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.868077,-87.666901,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.868142,-87.696269,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.868142,-87.696269,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.896282,-87.655232,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.867108,-87.654224,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.906638,-87.701431,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.906638,-87.701431,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.9216,-87.666455,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.9216,-87.666455,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
42.006858,-87.675919,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.966986999999996,-87.674677,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.919343,-87.694259,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.852652,-87.719887,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.852652,-87.719887,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.688324,-87.676709,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.688324,-87.676709,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.731922,-87.677512,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.846283,-87.656913,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.891118,-87.65449100000001,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.891118,-87.65449100000001,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.843810999999995,-87.686763,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.932094,-87.700117,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.857402,-87.694991,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.682587,-87.707973,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.682587,-87.707973,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.944869,-87.832763,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.944869,-87.832763,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.94983,-87.69845699999999,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.953067,-87.776792,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.953705,-87.733974,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.95469,-87.800991,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.95469,-87.800991,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.95469,-87.800991,0.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.958271,-87.702575,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.662014,-87.72460799999999,2.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.662014,-87.72460799999999,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.662014,-87.72460799999999,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.878114000000004,-87.629798,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.963976,-87.69181,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.964242,-87.757639,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.979243,-87.750938,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.891126,-87.61156,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.891126,-87.61156,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.961743,-87.76007,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.961743,-87.76007,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.986921,-87.689778,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.986921,-87.689778,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.990284,-87.797127,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.990284,-87.797127,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.991429,-87.747113,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.994991,-87.769279,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.994991,-87.769279,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.999128999999996,-87.795585,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.999128999999996,-87.795585,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.921177,-87.79518,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.916265,-87.800515,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
41.916265,-87.800515,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
42.008314,-87.77792099999999,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
42.011601,-87.81150600000001,3.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
42.011601,-87.81150600000001,1.0,0,6,2007,26,137.5,106.5,122.0,103.5,108.0,0.0,24.5,0.16,44.115,45.155,9.75,32.5,11.149999999999999,15480,70260,0.0
